@relation 'kredyty-weka.filters.unsupervised.attribute.MergeManyValues-C1-Ldobry-R1,2-weka.filters.unsupervised.attribute.MergeManyValues-C1-Lzły-R1,2,3-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,1-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R5-precision6'

@attribute rodzaj_źródła_dochodu numeric
@attribute miesięczny_dochód_netto numeric
@attribute które_rolowanie numeric
@attribute kwota_kredytu numeric
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute płeć {Kobieta,Mężczyzna}
@attribute okres_pobierania_dochodu numeric
@attribute okres_będzie_pobierał_dochód numeric
@attribute status_pożyczki {dobry,zły}

@data
11,3170,2,400,'\'(42.8-55.2]\'',Kobieta,283,48,dobry
12,600,3,400,'\'(42.8-55.2]\'',Mężczyzna,7,20,dobry
11,1459,0,300,'\'(-inf-30.4]\'',Mężczyzna,7,48,dobry
13,1130,2,300,'\'(55.2-67.6]\'',Kobieta,101,48,dobry
16,906.07,0,200,'\'(42.8-55.2]\'',Kobieta,10,48,zły
12,1400,1,300,'\'(-inf-30.4]\'',Mężczyzna,10,22,dobry
11,2100,1,300,'\'(42.8-55.2]\'',Mężczyzna,48,48,dobry
13,1428.55,2,235.97,'\'(55.2-67.6]\'',Kobieta,135,48,dobry
16,655,2,500,'\'(42.8-55.2]\'',Kobieta,29,48,dobry
11,1800,2,300,'\'(30.4-42.8]\'',Mężczyzna,163,48,dobry
13,1474.55,1,400,'\'(55.2-67.6]\'',Kobieta,63,48,dobry
11,1617.68,1,200,'\'(42.8-55.2]\'',Kobieta,83,48,dobry
13,1768.93,2,500,'\'(55.2-67.6]\'',Mężczyzna,267,48,zły
11,1400,2,200,'\'(42.8-55.2]\'',Mężczyzna,12,48,dobry
11,5800,2,900,'\'(42.8-55.2]\'',Kobieta,52,48,dobry
12,1440,0,200,'\'(42.8-55.2]\'',Mężczyzna,3,8,zły
13,1189,2,265.58,'\'(55.2-67.6]\'',Kobieta,68,48,dobry
11,1172.2,2,400,'\'(55.2-67.6]\'',Kobieta,35,48,dobry
16,1340,2,500,'\'(55.2-67.6]\'',Kobieta,159,48,dobry
13,1672.59,1,200,'\'(55.2-67.6]\'',Mężczyzna,20,48,dobry
17,1031,1,350,'\'(42.8-55.2]\'',Kobieta,49,11,dobry
13,1000,2,500,'\'(55.2-67.6]\'',Kobieta,66,48,dobry
16,931.37,0,200,'\'(55.2-67.6]\'',Kobieta,210,48,zły
13,1817.24,1,400,'\'(55.2-67.6]\'',Kobieta,16,48,dobry
11,1510,2,900,'\'(55.2-67.6]\'',Mężczyzna,164,48,dobry
12,1000,0,1000,'\'(42.8-55.2]\'',Kobieta,52,20,zły
12,1033,0,500,'\'(30.4-42.8]\'',Kobieta,1,0,zły
12,1200,0,250,'\'(30.4-42.8]\'',Kobieta,3,6,zły
13,997,2,300,'\'(55.2-67.6]\'',Kobieta,77,48,dobry
13,1212,2,500,'\'(55.2-67.6]\'',Kobieta,52,48,dobry
11,1680,2,300,'\'(55.2-67.6]\'',Kobieta,383,48,dobry
13,720.19,0,200,'\'(55.2-67.6]\'',Kobieta,91,48,dobry
11,1638,0,1283.66,'\'(42.8-55.2]\'',Kobieta,312,48,dobry
11,1700,2,600,'\'(42.8-55.2]\'',Kobieta,87,48,dobry
13,1442.43,3,200,'\'(67.6-inf)\'',Kobieta,139,48,dobry
11,1400,2,600,'\'(55.2-67.6]\'',Kobieta,161,48,dobry
11,2800,2,600,'\'(42.8-55.2]\'',Kobieta,317,48,dobry
13,3541.9,0,369.53,'\'(67.6-inf)\'',Kobieta,125,48,dobry
11,2100,1,500,'\'(-inf-30.4]\'',Kobieta,21,48,dobry
11,1290,2,600,'\'(30.4-42.8]\'',Kobieta,17,48,dobry
12,1884.29,0,300,'\'(30.4-42.8]\'',Mężczyzna,18,5,dobry
13,730,1,200,'\'(67.6-inf)\'',Kobieta,559,48,dobry
11,1542.33,0,500,'\'(42.8-55.2]\'',Kobieta,276,48,zły
11,2284.23,0,400,'\'(42.8-55.2]\'',Mężczyzna,298,48,dobry
16,959.6,2,200,'\'(67.6-inf)\'',Kobieta,113,48,dobry
99,1393.85,1,200,'\'(-inf-30.4]\'',Mężczyzna,3,0,dobry
13,2010,1,717.26,'\'(55.2-67.6]\'',Mężczyzna,136,48,dobry
13,12220,1,200,'\'(55.2-67.6]\'',Mężczyzna,69,48,dobry
11,2700,0,1000,'\'(42.8-55.2]\'',Mężczyzna,144,48,zły
16,892,1,500,'\'(55.2-67.6]\'',Kobieta,199,48,dobry
11,1360,3,200,'\'(42.8-55.2]\'',Mężczyzna,118,48,dobry
12,1050,1,295.97,'\'(42.8-55.2]\'',Kobieta,32,4,dobry
12,1200,2,300,'\'(30.4-42.8]\'',Kobieta,7,7,dobry
13,1210,1,300,'\'(55.2-67.6]\'',Kobieta,136,48,dobry
11,3200,2,700,'\'(42.8-55.2]\'',Mężczyzna,187,48,dobry
16,1045.6,3,450,'\'(42.8-55.2]\'',Kobieta,10,48,dobry
13,1350,1,300,'\'(55.2-67.6]\'',Kobieta,109,48,dobry
11,1800,2,600,'\'(42.8-55.2]\'',Mężczyzna,124,48,zły
12,1200,0,300,'\'(30.4-42.8]\'',Kobieta,0,24,zły
11,2249.14,2,500,'\'(55.2-67.6]\'',Kobieta,239,48,dobry
13,785,2,200,'\'(67.6-inf)\'',Kobieta,62,48,dobry
13,1688.82,1,300,'\'(42.8-55.2]\'',Mężczyzna,97,48,dobry
11,1400,0,300,'\'(-inf-30.4]\'',Mężczyzna,23,48,dobry
11,4000,3,400,'\'(42.8-55.2]\'',Mężczyzna,8,48,dobry
12,1037.34,1,300,'\'(-inf-30.4]\'',Mężczyzna,18,6,dobry
99,750,2,300,'\'(-inf-30.4]\'',Mężczyzna,2,3,dobry
13,611,1,300,'\'(55.2-67.6]\'',Kobieta,137,48,dobry
13,2098,2,700,'\'(67.6-inf)\'',Mężczyzna,195,48,dobry
11,1585,0,500,'\'(-inf-30.4]\'',Mężczyzna,2,48,zły
13,1700,2,500,'\'(67.6-inf)\'',Mężczyzna,12,48,dobry
13,940,2,300,'\'(67.6-inf)\'',Mężczyzna,51,48,zły
11,1700,2,500,'\'(42.8-55.2]\'',Kobieta,304,48,dobry
12,1600,0,800,'\'(-inf-30.4]\'',Kobieta,72,41,zły
11,1842.86,1,400,'\'(55.2-67.6]\'',Mężczyzna,6,48,dobry
13,3900,3,300,'\'(42.8-55.2]\'',Mężczyzna,28,48,dobry
16,461.6,0,200,'\'(55.2-67.6]\'',Mężczyzna,378,48,zły
11,2470,3,426.61,'\'(42.8-55.2]\'',Kobieta,352,48,dobry
11,1320,2,500,'\'(42.8-55.2]\'',Mężczyzna,340,48,dobry
11,1239.05,0,400,'\'(30.4-42.8]\'',Kobieta,202,48,dobry
13,1261.6,2,400,'\'(55.2-67.6]\'',Mężczyzna,51,48,dobry
12,3000,0,700,'\'(30.4-42.8]\'',Mężczyzna,6,4,dobry
13,1240,3,300,'\'(55.2-67.6]\'',Kobieta,68,48,dobry
13,936,0,500,'\'(55.2-67.6]\'',Kobieta,29,48,dobry
13,1026,3,200,'\'(67.6-inf)\'',Kobieta,245,48,dobry
12,1952.35,2,400,'\'(42.8-55.2]\'',Mężczyzna,2,9,dobry
11,1400,3,300,'\'(42.8-55.2]\'',Kobieta,23,48,dobry
13,2612,1,1800,'\'(67.6-inf)\'',Mężczyzna,80,48,dobry
13,1170,1,400,'\'(55.2-67.6]\'',Kobieta,76,48,dobry
11,1077.49,2,300,'\'(42.8-55.2]\'',Kobieta,370,48,dobry
12,2187.11,0,600,'\'(-inf-30.4]\'',Mężczyzna,30,5,zły
11,2927,1,496.61,'\'(30.4-42.8]\'',Kobieta,199,48,dobry
12,2500,1,800,'\'(55.2-67.6]\'',Mężczyzna,3,0,dobry
17,985,3,200,'\'(-inf-30.4]\'',Mężczyzna,11,0,dobry
11,2258,3,1000,'\'(30.4-42.8]\'',Mężczyzna,73,48,dobry
13,1090.14,2,400,'\'(55.2-67.6]\'',Kobieta,73,48,dobry
11,1680,3,649.84,'\'(55.2-67.6]\'',Kobieta,68,48,dobry
11,1700,3,238.78,'\'(42.8-55.2]\'',Kobieta,203,48,dobry
13,1072,3,500,'\'(67.6-inf)\'',Kobieta,151,48,dobry
13,729.03,3,300,'\'(67.6-inf)\'',Kobieta,255,48,dobry
16,1124,0,500,'\'(67.6-inf)\'',Kobieta,135,48,zły
16,1389,2,200,'\'(55.2-67.6]\'',Kobieta,89,48,dobry
13,1291.18,3,381.29,'\'(67.6-inf)\'',Kobieta,77,48,dobry
16,763.38,2,200,'\'(55.2-67.6]\'',Mężczyzna,209,48,dobry
13,1370,2,900,'\'(55.2-67.6]\'',Kobieta,74,48,dobry
12,1700,0,900,'\'(-inf-30.4]\'',Mężczyzna,4,8,zły
11,2080,3,500,'\'(42.8-55.2]\'',Mężczyzna,316,48,dobry
98,3000,0,1500,'\'(55.2-67.6]\'',Mężczyzna,67,48,dobry
11,3000,3,300,'\'(55.2-67.6]\'',Mężczyzna,210,48,dobry
11,1373.34,0,200,'\'(-inf-30.4]\'',Kobieta,56,48,dobry
17,1200,3,200,'\'(-inf-30.4]\'',Kobieta,163,17,dobry
16,685,1,300,'\'(42.8-55.2]\'',Kobieta,39,48,dobry
13,850,2,400,'\'(55.2-67.6]\'',Kobieta,65,48,dobry
12,1700,3,400,'\'(42.8-55.2]\'',Kobieta,53,0,dobry
17,990,3,500,'\'(42.8-55.2]\'',Kobieta,70,15,dobry
11,2400,2,600,'\'(30.4-42.8]\'',Kobieta,111,48,dobry
12,1030,0,296.54,'\'(30.4-42.8]\'',Mężczyzna,3,20,zły
11,1900,2,903.23,'\'(30.4-42.8]\'',Kobieta,177,48,dobry
16,1600,1,500,'\'(55.2-67.6]\'',Mężczyzna,10,48,dobry
12,1447,3,500,'\'(-inf-30.4]\'',Kobieta,20,4,dobry
13,810,3,300,'\'(55.2-67.6]\'',Kobieta,31,48,dobry
11,2368.57,1,400,'\'(42.8-55.2]\'',Kobieta,408,48,dobry
11,1500,0,378,'\'(-inf-30.4]\'',Kobieta,22,48,dobry
12,1375.47,0,300,'\'(42.8-55.2]\'',Mężczyzna,5,3,dobry
11,4900,1,500,'\'(42.8-55.2]\'',Kobieta,9,48,dobry
13,1017,3,200,'\'(67.6-inf)\'',Kobieta,159,48,dobry
16,588,3,600,'\'(42.8-55.2]\'',Mężczyzna,420,48,dobry
12,1136.86,1,200,'\'(-inf-30.4]\'',Mężczyzna,10,14,zły
13,910,3,200,'\'(55.2-67.6]\'',Kobieta,68,48,dobry
98,600,0,200,'\'(-inf-30.4]\'',Kobieta,3,48,zły
12,1634,1,300,'\'(-inf-30.4]\'',Kobieta,10,0,dobry
11,2500,2,900,'\'(42.8-55.2]\'',Mężczyzna,202,48,dobry
16,1076.83,0,200,'\'(67.6-inf)\'',Kobieta,135,48,zły
13,1216,3,200,'\'(55.2-67.6]\'',Kobieta,139,48,dobry
13,1280,3,400,'\'(55.2-67.6]\'',Kobieta,15,48,dobry
11,1300,0,600,'\'(42.8-55.2]\'',Kobieta,66,48,dobry
11,2700,3,450,'\'(30.4-42.8]\'',Mężczyzna,13,48,dobry
13,1400,2,500,'\'(55.2-67.6]\'',Kobieta,52,48,dobry
11,2050,3,575.74,'\'(30.4-42.8]\'',Mężczyzna,116,48,dobry
16,1770,3,500,'\'(55.2-67.6]\'',Mężczyzna,87,48,dobry
12,1865,0,300,'\'(30.4-42.8]\'',Kobieta,18,3,dobry
11,1888.27,2,382.44,'\'(-inf-30.4]\'',Mężczyzna,75,48,dobry
12,1000,0,300,'\'(42.8-55.2]\'',Mężczyzna,41,21,dobry
11,1721.7,3,385.97,'\'(42.8-55.2]\'',Kobieta,118,48,dobry
13,1872,3,700,'\'(55.2-67.6]\'',Kobieta,33,48,dobry
11,2709.34,3,330.68,'\'(30.4-42.8]\'',Kobieta,179,48,dobry
13,1015,3,400,'\'(55.2-67.6]\'',Kobieta,107,48,dobry
12,984.34,2,200,'\'(42.8-55.2]\'',Kobieta,16,4,dobry
13,1239.98,0,300,'\'(67.6-inf)\'',Kobieta,253,48,dobry
13,1200.29,0,400,'\'(55.2-67.6]\'',Kobieta,20,48,dobry
11,1183,0,500,'\'(30.4-42.8]\'',Kobieta,15,48,zły
13,2113.24,2,200,'\'(55.2-67.6]\'',Kobieta,59,48,dobry
11,2700,3,600,'\'(-inf-30.4]\'',Mężczyzna,62,48,dobry
13,1454.91,2,400,'\'(55.2-67.6]\'',Kobieta,40,48,dobry
13,907,1,200,'\'(67.6-inf)\'',Kobieta,232,48,dobry
13,1457,2,300,'\'(67.6-inf)\'',Mężczyzna,77,48,zły
11,1300,0,400,'\'(42.8-55.2]\'',Kobieta,32,48,dobry
12,1963.88,2,400,'\'(42.8-55.2]\'',Mężczyzna,4,1,dobry
11,1800,3,500,'\'(42.8-55.2]\'',Kobieta,51,48,dobry
12,1356,0,500,'\'(42.8-55.2]\'',Kobieta,84,4,zły
11,1906.42,1,281.29,'\'(55.2-67.6]\'',Kobieta,210,48,dobry
11,1300,0,300,'\'(-inf-30.4]\'',Kobieta,21,48,zły
13,1900,3,500,'\'(55.2-67.6]\'',Mężczyzna,148,48,dobry
13,1050,3,600,'\'(55.2-67.6]\'',Kobieta,137,48,dobry
98,4000,3,498.26,'\'(30.4-42.8]\'',Kobieta,17,48,dobry
13,1820,3,900,'\'(55.2-67.6]\'',Kobieta,67,48,dobry
99,645.31,0,300,'\'(42.8-55.2]\'',Kobieta,9,3,zły
13,1399.99,1,300,'\'(55.2-67.6]\'',Kobieta,13,48,dobry
13,1085,3,400,'\'(55.2-67.6]\'',Kobieta,164,48,dobry
11,1730.13,1,400,'\'(55.2-67.6]\'',Kobieta,191,48,dobry
13,1650,0,300,'\'(55.2-67.6]\'',Kobieta,113,48,dobry
12,1457,0,300,'\'(30.4-42.8]\'',Mężczyzna,5,2,zły
11,1500,2,200,'\'(55.2-67.6]\'',Mężczyzna,393,48,dobry
11,1660,0,300,'\'(55.2-67.6]\'',Mężczyzna,48,48,dobry
13,722.05,2,200,'\'(67.6-inf)\'',Kobieta,195,48,dobry
11,2050,1,799.85,'\'(30.4-42.8]\'',Kobieta,27,48,dobry
12,988,0,200,'\'(42.8-55.2]\'',Mężczyzna,7,5,zły
12,1100,0,200,'\'(-inf-30.4]\'',Mężczyzna,31,28,dobry
11,1443,3,600,'\'(42.8-55.2]\'',Kobieta,32,48,dobry
17,728,3,200,'\'(-inf-30.4]\'',Mężczyzna,98,32,dobry
11,2100,0,300,'\'(42.8-55.2]\'',Mężczyzna,36,48,dobry
13,1503,2,400,'\'(55.2-67.6]\'',Mężczyzna,164,48,dobry
13,1362,3,500,'\'(55.2-67.6]\'',Kobieta,54,48,dobry
13,1244.77,3,300,'\'(55.2-67.6]\'',Kobieta,37,48,dobry
11,932.34,3,200,'\'(42.8-55.2]\'',Kobieta,393,48,dobry
11,901,2,300,'\'(-inf-30.4]\'',Kobieta,38,48,dobry
17,1100,1,200,'\'(55.2-67.6]\'',Kobieta,25,8,dobry
13,3040,3,667.26,'\'(55.2-67.6]\'',Mężczyzna,199,48,dobry
11,2700,3,500,'\'(30.4-42.8]\'',Kobieta,119,48,dobry
11,3100,3,500,'\'(30.4-42.8]\'',Kobieta,119,48,dobry
11,3217,1,299.97,'\'(42.8-55.2]\'',Mężczyzna,268,48,zły
13,1125,1,300,'\'(55.2-67.6]\'',Kobieta,123,48,dobry
13,2110,3,300,'\'(55.2-67.6]\'',Mężczyzna,99,48,dobry
13,865,3,300,'\'(67.6-inf)\'',Kobieta,126,48,dobry
12,1300,2,300,'\'(-inf-30.4]\'',Kobieta,6,6,dobry
16,1362,3,400,'\'(42.8-55.2]\'',Kobieta,27,48,dobry
12,1500,2,300,'\'(-inf-30.4]\'',Kobieta,2,0,dobry
13,1668,3,392.14,'\'(55.2-67.6]\'',Kobieta,89,48,dobry
11,983.97,1,200,'\'(55.2-67.6]\'',Kobieta,76,48,dobry
12,980,3,200,'\'(30.4-42.8]\'',Kobieta,8,2,dobry
11,1700,2,500,'\'(30.4-42.8]\'',Kobieta,195,48,dobry
13,2015.55,1,600,'\'(67.6-inf)\'',Mężczyzna,109,48,zły
13,1217,0,200,'\'(55.2-67.6]\'',Mężczyzna,49,48,dobry
13,819,1,200,'\'(55.2-67.6]\'',Mężczyzna,55,48,dobry
16,650.77,0,200,'\'(55.2-67.6]\'',Mężczyzna,46,48,zły
12,2673.17,3,600,'\'(42.8-55.2]\'',Mężczyzna,110,48,dobry
13,1107,1,231.29,'\'(55.2-67.6]\'',Kobieta,13,48,dobry
13,2291,0,1000,'\'(67.6-inf)\'',Kobieta,69,48,dobry
13,1400,3,600,'\'(55.2-67.6]\'',Kobieta,244,48,dobry
16,634.64,2,300,'\'(55.2-67.6]\'',Kobieta,134,48,dobry
98,911,3,300,'\'(42.8-55.2]\'',Kobieta,96,48,dobry
11,992.84,3,300,'\'(42.8-55.2]\'',Kobieta,119,48,dobry
11,1000,3,300,'\'(-inf-30.4]\'',Mężczyzna,55,48,dobry
13,2000,3,450,'\'(67.6-inf)\'',Mężczyzna,43,48,dobry
13,1180,0,300,'\'(67.6-inf)\'',Mężczyzna,138,48,dobry
13,1175,1,400,'\'(55.2-67.6]\'',Kobieta,113,48,zły
11,2100,2,500,'\'(55.2-67.6]\'',Mężczyzna,185,48,dobry
12,1382,2,200,'\'(30.4-42.8]\'',Kobieta,19,4,dobry
16,1072.89,3,300,'\'(42.8-55.2]\'',Kobieta,120,48,dobry
11,1037.34,3,200,'\'(30.4-42.8]\'',Kobieta,60,48,dobry
98,2200,3,300,'\'(42.8-55.2]\'',Kobieta,23,48,dobry
11,1896.86,0,500,'\'(55.2-67.6]\'',Mężczyzna,136,48,zły
11,1493.98,2,200,'\'(42.8-55.2]\'',Kobieta,359,48,dobry
13,1062,0,400,'\'(55.2-67.6]\'',Kobieta,160,48,zły
11,2670,3,1000,'\'(55.2-67.6]\'',Kobieta,86,48,dobry
99,1100,0,200,'\'(42.8-55.2]\'',Kobieta,50,0,dobry
13,1500,3,376.37,'\'(55.2-67.6]\'',Mężczyzna,21,48,dobry
13,3100,0,600,'\'(55.2-67.6]\'',Mężczyzna,136,48,zły
98,690,0,200,'\'(-inf-30.4]\'',Mężczyzna,6,48,zły
11,1344.9,2,246.83,'\'(42.8-55.2]\'',Kobieta,44,48,dobry
98,583,0,300,'\'(55.2-67.6]\'',Mężczyzna,111,48,zły
16,1045,2,200,'\'(42.8-55.2]\'',Mężczyzna,197,48,dobry
13,720,0,500,'\'(55.2-67.6]\'',Kobieta,230,48,dobry
13,1016,1,250,'\'(67.6-inf)\'',Kobieta,187,48,dobry
12,1032.34,3,200,'\'(30.4-42.8]\'',Kobieta,3,8,dobry
11,967.64,2,200,'\'(42.8-55.2]\'',Kobieta,317,48,dobry
11,1800,2,600,'\'(30.4-42.8]\'',Kobieta,50,48,dobry
13,580,3,800,'\'(55.2-67.6]\'',Kobieta,117,48,dobry
12,1224,0,400,'\'(-inf-30.4]\'',Mężczyzna,3,1,zły
11,3619,0,300,'\'(30.4-42.8]\'',Mężczyzna,39,48,zły
16,436,0,200,'\'(-inf-30.4]\'',Kobieta,12,48,zły
12,1032,3,296.54,'\'(42.8-55.2]\'',Kobieta,36,4,dobry
11,1577.42,0,400,'\'(42.8-55.2]\'',Kobieta,203,48,dobry
16,1411,0,400,'\'(55.2-67.6]\'',Kobieta,64,48,dobry
11,1460.17,0,200,'\'(42.8-55.2]\'',Mężczyzna,59,48,dobry
11,2250.05,1,500,'\'(55.2-67.6]\'',Mężczyzna,174,48,dobry
13,2066,3,700,'\'(55.2-67.6]\'',Kobieta,127,48,dobry
11,3200,3,600,'\'(42.8-55.2]\'',Kobieta,52,48,dobry
13,1658,3,300,'\'(55.2-67.6]\'',Kobieta,27,48,dobry
11,1400,3,300,'\'(42.8-55.2]\'',Kobieta,159,48,dobry
11,980.11,0,400,'\'(30.4-42.8]\'',Kobieta,43,48,dobry
13,1900,3,500,'\'(55.2-67.6]\'',Kobieta,86,48,dobry
16,980,3,400,'\'(67.6-inf)\'',Kobieta,129,48,dobry
12,1138,0,300,'\'(-inf-30.4]\'',Mężczyzna,0,24,zły
12,1540,0,600,'\'(30.4-42.8]\'',Kobieta,37,2,dobry
12,1100,3,235.97,'\'(55.2-67.6]\'',Mężczyzna,20,16,dobry
16,2600,0,200,'\'(67.6-inf)\'',Mężczyzna,439,48,zły
11,3335,3,600,'\'(55.2-67.6]\'',Mężczyzna,431,48,dobry
13,815,0,400,'\'(55.2-67.6]\'',Kobieta,142,48,dobry
13,1185.33,3,200,'\'(67.6-inf)\'',Kobieta,222,48,dobry
12,1210,0,200,'\'(42.8-55.2]\'',Mężczyzna,5,4,dobry
16,749.28,3,200,'\'(42.8-55.2]\'',Kobieta,63,48,dobry
98,583,0,1000,'\'(42.8-55.2]\'',Mężczyzna,135,48,zły
13,930,0,670,'\'(55.2-67.6]\'',Kobieta,92,48,dobry
16,1528,1,300,'\'(55.2-67.6]\'',Mężczyzna,373,48,zły
17,547.89,0,350,'\'(55.2-67.6]\'',Kobieta,54,4,dobry
13,1426,3,300,'\'(67.6-inf)\'',Mężczyzna,75,48,dobry
13,1031,1,200,'\'(55.2-67.6]\'',Kobieta,119,48,dobry
13,840,1,400,'\'(55.2-67.6]\'',Kobieta,111,48,dobry
12,670,3,300,'\'(42.8-55.2]\'',Mężczyzna,7,4,dobry
13,3700,3,800,'\'(55.2-67.6]\'',Kobieta,25,48,dobry
13,1100,0,300,'\'(55.2-67.6]\'',Kobieta,103,48,dobry
16,1473.04,0,400,'\'(55.2-67.6]\'',Mężczyzna,164,48,dobry
13,1519,0,350,'\'(67.6-inf)\'',Mężczyzna,253,48,dobry
12,599.03,2,200,'\'(30.4-42.8]\'',Kobieta,18,0,dobry
98,980,2,200,'\'(55.2-67.6]\'',Kobieta,9,48,dobry
13,1026,3,200,'\'(67.6-inf)\'',Kobieta,246,48,dobry
13,975,3,218.32,'\'(55.2-67.6]\'',Kobieta,26,48,dobry
11,2947,3,393.99,'\'(55.2-67.6]\'',Mężczyzna,52,48,dobry
11,3200,0,1000,'\'(-inf-30.4]\'',Mężczyzna,3,48,zły
11,1900,3,694,'\'(30.4-42.8]\'',Kobieta,207,48,dobry
13,2100,0,300,'\'(67.6-inf)\'',Kobieta,159,48,dobry
12,1500,0,800,'\'(30.4-42.8]\'',Mężczyzna,32,3,dobry
16,1151,0,300,'\'(55.2-67.6]\'',Mężczyzna,360,48,dobry
11,1770,3,277.34,'\'(30.4-42.8]\'',Kobieta,86,48,dobry
13,1977,1,700,'\'(55.2-67.6]\'',Kobieta,54,48,dobry
13,1287.66,2,200,'\'(55.2-67.6]\'',Mężczyzna,95,48,dobry
11,900,3,300,'\'(42.8-55.2]\'',Kobieta,92,48,dobry
11,2251.79,0,500,'\'(55.2-67.6]\'',Kobieta,254,48,zły
13,960,3,300,'\'(67.6-inf)\'',Mężczyzna,139,48,dobry
13,1413,0,400,'\'(67.6-inf)\'',Kobieta,164,48,zły
12,1800,0,300,'\'(-inf-30.4]\'',Mężczyzna,34,27,zły
13,1083.23,1,200,'\'(55.2-67.6]\'',Kobieta,96,48,dobry
13,3440,3,800,'\'(42.8-55.2]\'',Kobieta,50,48,dobry
98,3178,3,427.09,'\'(42.8-55.2]\'',Mężczyzna,200,48,dobry
13,1772.53,0,400,'\'(67.6-inf)\'',Mężczyzna,279,48,dobry
13,803.86,3,200,'\'(67.6-inf)\'',Kobieta,157,48,dobry
13,1026,3,300,'\'(55.2-67.6]\'',Kobieta,54,48,dobry
13,1014,1,297.69,'\'(55.2-67.6]\'',Kobieta,182,48,dobry
13,1193.65,2,400,'\'(55.2-67.6]\'',Mężczyzna,8,48,dobry
98,1200,3,285.97,'\'(30.4-42.8]\'',Kobieta,45,48,dobry
12,1000,3,328.32,'\'(42.8-55.2]\'',Kobieta,31,3,dobry
12,1000,3,328,'\'(55.2-67.6]\'',Mężczyzna,11,3,dobry
11,1400,3,200,'\'(42.8-55.2]\'',Kobieta,116,48,dobry
12,1286,0,200,'\'(-inf-30.4]\'',Mężczyzna,1,1,zły
12,1300,3,600,'\'(-inf-30.4]\'',Mężczyzna,26,15,dobry
17,798.8,3,300,'\'(42.8-55.2]\'',Mężczyzna,148,2,dobry
13,917,1,300,'\'(55.2-67.6]\'',Kobieta,75,48,dobry
11,1087,2,377.69,'\'(30.4-42.8]\'',Kobieta,237,48,dobry
11,2470,0,500,'\'(30.4-42.8]\'',Mężczyzna,65,48,dobry
13,1538,3,200,'\'(55.2-67.6]\'',Mężczyzna,100,48,dobry
11,1300,3,300,'\'(30.4-42.8]\'',Mężczyzna,44,48,dobry
13,1635,3,200,'\'(55.2-67.6]\'',Kobieta,119,48,dobry
99,2290.55,0,300,'\'(30.4-42.8]\'',Kobieta,17,3,dobry
11,1386,0,600,'\'(30.4-42.8]\'',Mężczyzna,16,48,zły
13,1167.94,0,200,'\'(67.6-inf)\'',Kobieta,368,48,dobry
13,1233,2,400,'\'(55.2-67.6]\'',Kobieta,122,48,dobry
13,1530,0,500,'\'(55.2-67.6]\'',Mężczyzna,34,48,dobry
11,2983,0,800,'\'(30.4-42.8]\'',Mężczyzna,87,48,zły
16,1313.41,3,400,'\'(55.2-67.6]\'',Mężczyzna,27,48,dobry
13,3900,0,300,'\'(55.2-67.6]\'',Mężczyzna,113,48,dobry
13,1525.46,3,521.49,'\'(55.2-67.6]\'',Kobieta,35,48,dobry
13,1162,3,200,'\'(55.2-67.6]\'',Mężczyzna,220,48,dobry
99,685,3,250,'\'(55.2-67.6]\'',Mężczyzna,4,0,zły
13,1200,3,500,'\'(67.6-inf)\'',Kobieta,118,48,dobry
16,634,2,200,'\'(55.2-67.6]\'',Kobieta,50,48,dobry
16,2300,4,800,'\'(42.8-55.2]\'',Kobieta,62,48,dobry
12,1027,3,300,'\'(30.4-42.8]\'',Kobieta,8,48,dobry
13,5100,3,262.81,'\'(55.2-67.6]\'',Kobieta,27,48,dobry
11,2800,3,400,'\'(42.8-55.2]\'',Kobieta,59,48,dobry
11,3000,3,500,'\'(42.8-55.2]\'',Kobieta,92,48,dobry
13,714,4,500,'\'(55.2-67.6]\'',Kobieta,221,48,dobry
11,2875.71,3,1100,'\'(30.4-42.8]\'',Mężczyzna,277,48,dobry
13,2120,3,600,'\'(67.6-inf)\'',Kobieta,118,48,dobry
13,1013.74,3,400,'\'(55.2-67.6]\'',Kobieta,112,48,dobry
13,984,2,200,'\'(55.2-67.6]\'',Kobieta,10,48,dobry
13,1425,1,400,'\'(55.2-67.6]\'',Kobieta,78,48,dobry
13,720.19,1,200,'\'(55.2-67.6]\'',Kobieta,92,48,dobry
12,1350,3,281.29,'\'(42.8-55.2]\'',Kobieta,21,3,dobry
13,951,3,500,'\'(67.6-inf)\'',Kobieta,161,48,dobry
98,2000,0,300,'\'(30.4-42.8]\'',Mężczyzna,13,48,dobry
11,1500,2,400,'\'(55.2-67.6]\'',Kobieta,84,48,dobry
11,2200,0,700,'\'(30.4-42.8]\'',Kobieta,36,48,dobry
13,866.46,0,200,'\'(67.6-inf)\'',Kobieta,194,48,dobry
11,1400,0,473,'\'(30.4-42.8]\'',Kobieta,100,48,dobry
13,1313,0,300,'\'(55.2-67.6]\'',Kobieta,36,48,zły
16,540,0,300,'\'(-inf-30.4]\'',Kobieta,13,48,zły
11,2100,0,300,'\'(30.4-42.8]\'',Mężczyzna,63,48,dobry
