@relation kredyty

@attribute status_pożyczki {splacona,splacona_cz,windykacja,windykacja_sp,odmowa}
@attribute rodzaj_źródła_dochodu numeric
@attribute miesięczny_dochód_netto numeric
@attribute które_rolowanie numeric
@attribute kwota_kredytu numeric
@attribute wiek numeric
@attribute płeć {Kobieta,Mężczyzna}
@attribute okres_pobierania_dochodu numeric
@attribute okres_będzie_pobierał_dochód numeric
@attribute opóźnienie_spłaty numeric

@data
splacona_cz,13,1233,2,400,63,Kobieta,122,48,0
splacona,13,1530,0,500,64,Mężczyzna,34,48,0
odmowa,11,2983,0,800,31,Mężczyzna,87,48,0
splacona_cz,16,1313.41,3,400,62,Mężczyzna,27,48,0
splacona,13,3900,0,300,59,Mężczyzna,113,48,1
splacona,13,1525.46,3,521.49,62,Kobieta,35,48,2
splacona_cz,13,1162,3,200,62,Mężczyzna,220,48,0
windykacja,99,685,3,250,62,Mężczyzna,4,0,0
splacona_cz,13,1200,3,500,70,Kobieta,118,48,1
splacona_cz,16,634,2,200,58,Kobieta,50,48,0
splacona_cz,16,2300,4,800,55,Kobieta,62,48,0
splacona_cz,12,1027,3,300,39,Kobieta,8,48,3
splacona,13,5100,3,262.81,61,Kobieta,27,48,0
splacona_cz,11,2800,3,400,54,Kobieta,59,48,0
splacona_cz,11,3000,3,500,45,Kobieta,92,48,3
splacona_cz,13,714,4,500,62,Kobieta,221,48,1
splacona_cz,11,2875.71,3,1100,42,Mężczyzna,277,48,6
splacona_cz,13,2120,3,600,68,Kobieta,118,48,0
splacona_cz,13,1013.74,3,400,65,Kobieta,112,48,0
splacona,13,984,2,200,61,Kobieta,10,48,1
splacona,13,1425,1,400,60,Kobieta,78,48,0
splacona_cz,13,720.19,1,200,67,Kobieta,92,48,4
splacona_cz,12,1350,3,281.29,55,Kobieta,21,3,1
splacona_cz,13,951,3,500,73,Kobieta,161,48,4
splacona,98,2000,0,300,31,Mężczyzna,13,48,0
splacona_cz,11,1500,2,400,58,Kobieta,84,48,0
splacona,11,2200,0,700,33,Kobieta,36,48,0
splacona_cz,13,866.46,0,200,73,Kobieta,194,48,0
splacona,11,1400,0,473,33,Kobieta,100,48,0
odmowa,13,1313,0,300,58,Kobieta,36,48,0
odmowa,16,540,0,300,23,Kobieta,13,48,0
splacona,11,2100,0,300,33,Mężczyzna,63,48,67
splacona,12,1800,3,700,28,Mężczyzna,10,0,7
splacona_cz,12,1009.34,2,300,55,Kobieta,28,39,0
splacona_cz,12,1042,0,300,49,Mężczyzna,4,0,1
odmowa,11,979.34,0,300,41,Mężczyzna,188,48,0
splacona_cz,13,1428.55,3,200,66,Kobieta,136,48,4
splacona_cz,13,1000,0,300,70,Kobieta,63,48,0
splacona_cz,12,660,3,400,40,Kobieta,11,27,2
splacona_cz,13,616,3,200,75,Kobieta,245,48,6
splacona_cz,11,1600,3,496.83,31,Kobieta,13,48,4
splacona_cz,13,1611,1,300,65,Mężczyzna,140,48,0
splacona_cz,13,1684,3,367.31,61,Kobieta,19,48,3
splacona,13,1500,3,200,58,Kobieta,45,48,3
odmowa,13,974,0,200,43,Mężczyzna,82,48,0
splacona_cz,16,1740,0,200,53,Kobieta,113,48,1
odmowa,11,1037,0,500,46,Kobieta,39,48,0
splacona_cz,11,3170,3,400,47,Kobieta,284,48,0
splacona_cz,13,930,4,700,65,Kobieta,130,48,0
splacona_cz,12,1574.45,2,426.66,47,Mężczyzna,30,5,0
splacona_cz,13,640,0,500,72,Kobieta,138,48,1
splacona_cz,13,1474.55,2,400,62,Kobieta,64,48,0
splacona_cz,12,830.46,2,600,47,Kobieta,44,27,4
splacona_cz,11,1261.98,3,357.31,40,Mężczyzna,35,48,0
splacona_cz,13,1189,3,265.58,62,Kobieta,69,48,0
splacona_cz,16,837,2,350,61,Mężczyzna,230,48,0
splacona_cz,17,684,3,900,58,Kobieta,189,20,0
splacona_cz,13,965,3,200,75,Kobieta,244,48,1
splacona_cz,16,703,3,200,57,Kobieta,25,48,8
splacona,99,750,3,200,19,Mężczyzna,3,2,0
splacona_cz,12,1675,3,600,54,Kobieta,8,3,0
splacona_cz,16,1045.6,4,400,54,Kobieta,11,48,0
splacona_cz,13,1137.19,3,400,66,Kobieta,95,48,0
splacona_cz,12,1200,3,300,35,Kobieta,8,6,0
splacona_cz,12,990.34,2,200,46,Kobieta,55,17,2
splacona_cz,11,2065.98,3,327,52,Kobieta,178,48,1
splacona,11,800.51,0,400,38,Kobieta,19,48,11
splacona_cz,11,5800,3,1000,47,Kobieta,53,48,0
splacona_cz,13,1817.24,2,400,57,Kobieta,17,48,1
splacona_cz,13,1239,3,300,77,Kobieta,269,48,0
splacona_cz,12,1400,2,300,25,Mężczyzna,11,21,1
splacona,16,763.38,3,200,57,Mężczyzna,210,48,46
splacona_cz,13,997,3,300,61,Kobieta,78,48,2
splacona,13,1801.41,0,515.96,58,Kobieta,37,48,9
windykacja,12,1030,3,241.15,54,Mężczyzna,8,16,0
splacona_cz,13,3600,2,1000,57,Mężczyzna,85,48,1
splacona_cz,11,1800,3,300,33,Mężczyzna,164,48,1
splacona,11,1400,0,300,23,Mężczyzna,24,48,0
splacona,11,2100,2,300,45,Mężczyzna,49,48,11
splacona_cz,13,1212,3,500,60,Kobieta,53,48,1
splacona,13,2098,3,700,75,Mężczyzna,196,48,211
splacona_cz,12,600,4,400,47,Mężczyzna,8,19,0
splacona,11,1400,3,200,49,Mężczyzna,13,48,0
splacona_cz,11,3200,3,662.81,52,Mężczyzna,188,48,0
splacona_cz,13,1000,3,500,60,Kobieta,67,48,0
splacona_cz,13,730,2,200,72,Kobieta,560,48,1
splacona_cz,13,802.83,3,200,65,Kobieta,200,48,0
splacona,13,3541.9,1,369.53,72,Kobieta,126,48,24
splacona_cz,11,1290,3,600,32,Kobieta,18,48,2
splacona_cz,11,3000,4,300,60,Mężczyzna,211,48,2
splacona,11,2284.23,1,400,43,Mężczyzna,299,48,2
splacona_cz,16,959.6,3,200,69,Kobieta,114,48,0
splacona_cz,11,1680,3,300,57,Kobieta,384,48,2
splacona,11,1250,0,500,61,Mężczyzna,64,48,16
odmowa,16,425,0,200,60,Kobieta,160,48,0
splacona_cz,11,1000,3,800,60,Mężczyzna,62,48,3
splacona_cz,11,1700,3,600,47,Kobieta,88,48,6
splacona_cz,16,892,2,409.15,65,Kobieta,200,48,0
splacona_cz,12,1050,2,294.37,52,Kobieta,33,3,0
splacona_cz,13,1130,3,300,62,Kobieta,102,48,0
splacona_cz,11,1172.2,3,300.4,56,Kobieta,36,48,0
splacona,98,5000,2,600,41,Kobieta,83,48,5
splacona_cz,11,1700,3,300,54,Mężczyzna,38,48,1
splacona_cz,13,611,2,300,57,Kobieta,138,48,1
splacona_cz,11,1320,3,500,53,Mężczyzna,341,48,0
splacona_cz,11,2470,4,426.61,49,Kobieta,353,48,0
splacona_cz,13,12220,2,200,57,Mężczyzna,70,48,4
splacona_cz,11,4000,4,400,53,Mężczyzna,9,48,0
odmowa,13,686.16,0,200,69,Kobieta,76,48,0
splacona_cz,16,1132,0,300,64,Kobieta,96,48,1
splacona_cz,17,985,4,200,20,Mężczyzna,12,1,0
splacona,13,2010,2,717.02,64,Mężczyzna,137,48,0
splacona_cz,11,2800,3,600,49,Kobieta,318,48,1
splacona_cz,13,729.03,4,500,70,Kobieta,256,48,0
windykacja,12,1500,0,1130.33,48,Kobieta,13,13,0
windykacja,12,700,3,250,40,Mężczyzna,8,15,0
splacona_cz,99,1393.85,2,200,29,Mężczyzna,4,0,6
splacona_cz,13,860,0,789.27,63,Kobieta,79,48,1
odmowa,11,1085.97,0,600,20,Mężczyzna,2,48,0
splacona_cz,13,1688.82,2,300,46,Mężczyzna,98,48,7
splacona,11,1617.68,2,200,52,Kobieta,84,48,215
splacona_cz,13,2100,3,1000,73,Kobieta,54,48,3
splacona,11,1058,0,300,35,Mężczyzna,13,48,0
splacona_cz,13,1700,3,500,72,Mężczyzna,13,48,3
splacona_cz,11,2927,2,454,38,Kobieta,200,48,0
splacona,11,2200,0,500,35,Mężczyzna,84,48,12
splacona_cz,11,1459,1,300,26,Mężczyzna,8,48,6
splacona_cz,13,936,1,500,60,Kobieta,30,48,0
splacona,13,2612,2,2500,72,Mężczyzna,81,48,30
splacona_cz,13,1090.14,3,400,61,Kobieta,74,48,2
splacona,16,1600,2,200,67,Mężczyzna,11,48,0
splacona_cz,13,1026,4,200,74,Kobieta,246,48,0
splacona,11,2011,0,416.61,52,Mężczyzna,210,48,13
splacona_cz,16,588,0,600,55,Mężczyzna,421,48,2
splacona_cz,13,1240,0,300,58,Kobieta,69,48,2
splacona_cz,13,1170,2,400,61,Kobieta,77,48,0
splacona_cz,11,1077.49,3,300,48,Kobieta,371,48,2
splacona_cz,12,1100,0,200,26,Kobieta,14,3,4
splacona,16,685,0,200,52,Kobieta,40,48,0
splacona_cz,13,3900,4,300,49,Mężczyzna,29,48,0
splacona_cz,13,1350,2,300,65,Kobieta,110,48,0
splacona_cz,12,1952.35,3,387.31,44,Mężczyzna,3,8,0
splacona,11,1300,0,200,53,Mężczyzna,451,48,0
splacona_cz,11,2258,4,1000,42,Mężczyzna,74,48,3
splacona_cz,11,1842.86,2,400,56,Mężczyzna,7,48,0
splacona,16,1589,0,250,58,Kobieta,26,48,0
splacona,11,1000,3,275.97,41,Kobieta,60,48,14
splacona_cz,12,1000,4,200,24,Mężczyzna,11,14,0
splacona_cz,13,1217,0,600,65,Mężczyzna,50,48,0
splacona,12,1030,0,200,51,Mężczyzna,8,48,3
splacona_cz,13,1134.96,0,200,68,Kobieta,160,48,0
odmowa,13,697,0,300,64,Kobieta,124,48,0
splacona_cz,16,1389,3,200,63,Kobieta,90,48,0
splacona_cz,12,1375.47,1,300,45,Mężczyzna,6,2,0
splacona_cz,13,2051,0,500,63,Kobieta,137,48,0
splacona_cz,13,1291.18,4,378.91,70,Kobieta,78,48,0
splacona_cz,13,1691.3,0,500,62,Kobieta,72,48,3
windykacja,17,1031,2,350,53,Kobieta,50,10,0
splacona,11,1680,4,586.65,57,Kobieta,69,48,2
splacona_cz,13,910.33,3,200,73,Mężczyzna,162,48,7
splacona,11,2353,3,1569.98,48,Mężczyzna,98,48,29
splacona_cz,12,2500,2,800,57,Mężczyzna,4,1,0
splacona_cz,11,1077,0,200,55,Kobieta,182,48,0
splacona_cz,11,1700,4,238.78,53,Kobieta,204,48,0
splacona_cz,11,1373.34,1,200,30,Kobieta,57,48,1
windykacja,11,2837,0,662.69,30,Mężczyzna,125,48,0
splacona_cz,12,1700,4,400,54,Kobieta,54,1,0
odmowa,13,578.75,0,200,60,Kobieta,8,48,0
splacona_cz,13,1300,0,300,77,Kobieta,192,48,0
splacona,11,1800,0,300,57,Mężczyzna,160,48,0
splacona_cz,13,850,3,400,66,Kobieta,66,48,2
splacona_cz,17,1200,4,200,25,Kobieta,164,16,0
splacona_cz,13,1601.87,0,350,64,Mężczyzna,44,48,6
splacona_cz,11,1700,3,500,51,Kobieta,305,48,0
splacona,11,1400,4,300,43,Kobieta,24,48,2
splacona_cz,13,910,4,200,66,Kobieta,69,48,0
splacona_cz,11,2094.17,0,200,53,Mężczyzna,240,48,0
splacona_cz,12,1000,1,300,50,Mężczyzna,42,20,1
splacona,13,1200.29,1,200,62,Kobieta,21,48,0
splacona_cz,13,1280,4,400,61,Kobieta,16,48,2
splacona_cz,11,1286.16,0,300,42,Kobieta,116,48,0
splacona_cz,13,1216,4,200,66,Kobieta,140,48,0
splacona_cz,13,1900,4,500,56,Mężczyzna,149,48,5
splacona,11,2200,0,200,42,Mężczyzna,42,48,0
splacona_cz,16,1770,4,500,58,Mężczyzna,88,48,0
odmowa,13,1501,0,500,63,Kobieta,140,48,0
splacona_cz,13,722.05,3,200,71,Kobieta,196,48,0
splacona,16,1235,0,200,70,Kobieta,32,48,0
splacona_cz,11,1721.7,4,385.97,54,Kobieta,119,48,0
splacona,11,1900,3,903.23,36,Kobieta,178,48,9
splacona_cz,11,1800,0,400,51,Mężczyzna,258,48,0
splacona_cz,12,1963.88,3,400,44,Mężczyzna,5,0,0
splacona,11,3898,0,400,36,Mężczyzna,180,48,0
splacona,13,1870,0,300,72,Mężczyzna,84,48,0
splacona_cz,13,1239.98,1,300,78,Kobieta,254,48,0
splacona_cz,12,984.34,3,200,53,Kobieta,17,3,4
splacona_cz,12,1447,4,500,29,Kobieta,21,3,1
odmowa,16,1278,0,700,24,Mężczyzna,77,48,0
splacona_cz,13,810,4,300,60,Kobieta,32,48,3
splacona_cz,11,1730.13,2,400,56,Kobieta,192,48,3
splacona_cz,11,2709.34,4,322.07,35,Kobieta,180,48,0
splacona_cz,11,2899.34,0,400,35,Kobieta,120,48,0
splacona,11,1906.42,2,227.08,60,Kobieta,211,48,7
windykacja_sp,13,1072,4,561.15,69,Kobieta,152,48,292
windykacja_sp,13,1400,0,500,59,Kobieta,53,48,385
splacona_cz,13,1050,4,600,61,Kobieta,138,48,0
splacona,11,2700,4,600,30,Mężczyzna,63,48,0
splacona_cz,17,728,4,200,27,Mężczyzna,99,31,3
splacona_cz,12,1634,2,300,22,Kobieta,11,1,3
windykacja,17,1896,0,500,22,Mężczyzna,33,0,0
windykacja,12,1029,0,300,23,Mężczyzna,3,8,0
splacona_cz,98,3000,1,1500,57,Mężczyzna,68,48,25
splacona_cz,13,2421.55,0,1070,80,Kobieta,244,48,0
odmowa,98,3000,0,250,23,Mężczyzna,13,48,0
splacona_cz,11,1566.82,0,200,46,Mężczyzna,348,48,0
splacona,13,1820,4,800,61,Kobieta,68,48,0
splacona_cz,13,907,2,200,70,Kobieta,233,48,2
splacona,12,1100,1,200,26,Mężczyzna,32,27,9
splacona_cz,11,1239.05,1,400,39,Kobieta,203,48,6
splacona_cz,12,1865,1,200,31,Kobieta,19,2,5
splacona_cz,98,3000,0,400,52,Kobieta,84,48,2
splacona_cz,11,2400,3,500,35,Kobieta,112,48,4
windykacja_sp,11,901,3,300,28,Kobieta,39,48,387
splacona_cz,13,2110,4,300,66,Mężczyzna,100,48,1
windykacja,13,1015,4,400,64,Kobieta,108,48,0
splacona_cz,11,2368.57,2,400,54,Kobieta,409,48,0
splacona_cz,11,2505,0,300,40,Kobieta,163,48,0
splacona_cz,17,1100,2,200,56,Kobieta,26,7,0
splacona,16,1072.89,4,255.49,55,Kobieta,121,48,0
splacona_cz,99,1100,1,200,53,Kobieta,51,1,1
splacona,13,1400,0,600,59,Kobieta,245,48,1
splacona_cz,99,598,0,200,52,Kobieta,2,4,0
splacona,13,1000,0,200,75,Kobieta,210,48,0
splacona_cz,13,785,0,200,72,Kobieta,63,48,0
splacona_cz,13,1900,0,400,75,Kobieta,120,48,0
