@RELATION kredyty

@ATTRIBUTE rodzaj_źródła_dochodu NUMERIC
@ATTRIBUTE miesięczny_dochód_netto NUMERIC
@ATTRIBUTE które_rolowanie NUMERIC
@ATTRIBUTE kwota_kredytu NUMERIC
@ATTRIBUTE wiek NUMERIC
@ATTRIBUTE płeć {Kobieta, Mężczyzna}
@ATTRIBUTE okres_pobierania_dochodu NUMERIC
@ATTRIBUTE okres_będzie_pobierał_dochód NUMERIC
@ATTRIBUTE opóźnienie_spłaty NUMERIC

@DATA
13.0,1244.77,3.0,300.0,58.0,Kobieta,37.0,48.0,1.0
11.0,932.34,3.0,200.0,51.0,Kobieta,393.0,48.0,0.0
11.0,901.0,2.0,300.0,28.0,Kobieta,38.0,48.0,0.0
17.0,1100.0,1.0,200.0,56.0,Kobieta,25.0,8.0,0.0
13.0,3040.0,3.0,667.26,65.0,Mężczyzna,199.0,48.0,11.0
11.0,2700.0,3.0,500.0,37.0,Kobieta,119.0,48.0,0.0
11.0,3100.0,3.0,500.0,32.0,Kobieta,119.0,48.0,0.0
11.0,3217.0,1.0,299.97,44.0,Mężczyzna,268.0,48.0,0.0
13.0,1125.0,1.0,300.0,65.0,Kobieta,123.0,48.0,0.0
13.0,2110.0,3.0,300.0,66.0,Mężczyzna,99.0,48.0,0.0
13.0,865.0,3.0,300.0,70.0,Kobieta,126.0,48.0,3.0
12.0,1300.0,2.0,300.0,26.0,Kobieta,6.0,6.0,0.0
16.0,1362.0,3.0,400.0,53.0,Kobieta,27.0,48.0,0.0
12.0,1500.0,2.0,300.0,22.0,Kobieta,2.0,0.0,0.0
13.0,1668.0,3.0,392.14,63.0,Kobieta,89.0,48.0,2.0
11.0,983.97,1.0,200.0,57.0,Kobieta,76.0,48.0,4.0
12.0,980.0,3.0,200.0,31.0,Kobieta,8.0,2.0,3.0
11.0,1700.0,2.0,500.0,36.0,Kobieta,195.0,48.0,3.0
13.0,2015.55,1.0,600.0,69.0,Mężczyzna,109.0,48.0,429.0
13.0,1217.0,0.0,200.0,65.0,Mężczyzna,49.0,48.0,0.0
13.0,819.0,1.0,200.0,57.0,Mężczyzna,55.0,48.0,0.0
16.0,650.77,0.0,200.0,64.0,Mężczyzna,46.0,48.0,0.0
12.0,2673.17,3.0,600.0,51.0,Mężczyzna,110.0,48.0,13.0
13.0,1107.0,1.0,231.29,60.0,Kobieta,13.0,48.0,2.0
13.0,1400.0,3.0,600.0,59.0,Kobieta,244.0,48.0,0.0
16.0,634.64,2.0,300.0,57.0,Kobieta,134.0,48.0,2.0
98.0,911.0,3.0,300.0,46.0,Kobieta,96.0,48.0,2.0
11.0,992.84,3.0,300.0,49.0,Kobieta,119.0,48.0,3.0
11.0,1000.0,3.0,300.0,30.0,Mężczyzna,55.0,48.0,2.0
13.0,2000.0,3.0,450.0,68.0,Mężczyzna,43.0,48.0,5.0
13.0,1180.0,0.0,300.0,74.0,Mężczyzna,138.0,48.0,0.0
13.0,1175.0,1.0,400.0,65.0,Kobieta,113.0,48.0,276.0
11.0,2100.0,2.0,500.0,60.0,Mężczyzna,185.0,48.0,1.0
12.0,1382.0,2.0,200.0,37.0,Kobieta,19.0,4.0,0.0
16.0,1072.89,3.0,300.0,55.0,Kobieta,120.0,48.0,0.0
11.0,1037.34,3.0,200.0,41.0,Kobieta,60.0,48.0,23.0
98.0,2200.0,3.0,300.0,47.0,Kobieta,23.0,48.0,0.0
11.0,1493.98,2.0,200.0,47.0,Kobieta,359.0,48.0,0.0
13.0,1062.0,0.0,400.0,66.0,Kobieta,160.0,48.0,0.0
99.0,1100.0,0.0,200.0,53.0,Kobieta,50.0,0.0,0.0
13.0,1500.0,3.0,376.37,61.0,Mężczyzna,21.0,48.0,1.0
13.0,3100.0,0.0,600.0,64.0,Mężczyzna,136.0,48.0,0.0
11.0,1344.9,2.0,246.83,45.0,Kobieta,44.0,48.0,7.0
16.0,1045.0,2.0,200.0,50.0,Mężczyzna,197.0,48.0,0.0
13.0,720.0,0.0,500.0,58.0,Kobieta,230.0,48.0,2.0
13.0,1016.0,1.0,250.0,70.0,Kobieta,187.0,48.0,0.0
12.0,1032.34,3.0,200.0,31.0,Kobieta,3.0,8.0,6.0
11.0,967.64,2.0,200.0,48.0,Kobieta,317.0,48.0,2.0
11.0,1800.0,2.0,600.0,39.0,Kobieta,50.0,48.0,13.0
13.0,580.0,3.0,800.0,56.0,Kobieta,117.0,48.0,3.0
12.0,1032.0,3.0,296.54,46.0,Kobieta,36.0,4.0,1.0
11.0,1577.42,0.0,400.0,50.0,Kobieta,203.0,48.0,3.0
16.0,1411.0,0.0,400.0,60.0,Kobieta,64.0,48.0,5.0
11.0,1460.17,0.0,200.0,55.0,Mężczyzna,59.0,48.0,1.0
11.0,2250.05,1.0,500.0,61.0,Mężczyzna,174.0,48.0,11.0
13.0,2066.0,3.0,700.0,61.0,Kobieta,127.0,48.0,2.0
11.0,3200.0,3.0,600.0,51.0,Kobieta,52.0,48.0,2.0
13.0,1658.0,3.0,300.0,59.0,Kobieta,27.0,48.0,4.0
11.0,1400.0,3.0,300.0,52.0,Kobieta,159.0,48.0,0.0
11.0,980.11,0.0,400.0,34.0,Kobieta,43.0,48.0,0.0
13.0,1900.0,3.0,500.0,62.0,Kobieta,86.0,48.0,1.0
16.0,980.0,3.0,400.0,68.0,Kobieta,129.0,48.0,1.0
12.0,1540.0,0.0,600.0,33.0,Kobieta,37.0,2.0,0.0
12.0,1100.0,3.0,235.97,65.0,Mężczyzna,20.0,16.0,7.0
11.0,3335.0,3.0,600.0,56.0,Mężczyzna,431.0,48.0,1.0
13.0,815.0,0.0,400.0,67.0,Kobieta,142.0,48.0,0.0
13.0,1185.33,3.0,200.0,71.0,Kobieta,222.0,48.0,4.0
12.0,1210.0,0.0,200.0,52.0,Mężczyzna,5.0,4.0,10.0
16.0,749.28,3.0,200.0,53.0,Kobieta,63.0,48.0,0.0
13.0,930.0,0.0,670.0,63.0,Kobieta,92.0,48.0,7.0
16.0,1528.0,1.0,300.0,58.0,Mężczyzna,373.0,48.0,312.0
17.0,547.89,0.0,350.0,56.0,Kobieta,54.0,4.0,6.0
13.0,1426.0,3.0,300.0,71.0,Mężczyzna,75.0,48.0,0.0
13.0,1031.0,1.0,200.0,66.0,Kobieta,119.0,48.0,0.0
13.0,840.0,1.0,400.0,64.0,Kobieta,111.0,48.0,7.0
12.0,670.0,3.0,300.0,45.0,Mężczyzna,7.0,4.0,1.0
13.0,3700.0,3.0,800.0,62.0,Kobieta,25.0,48.0,0.0
13.0,1100.0,0.0,300.0,63.0,Kobieta,103.0,48.0,0.0
16.0,1473.04,0.0,400.0,65.0,Mężczyzna,164.0,48.0,0.0
13.0,1519.0,0.0,350.0,78.0,Mężczyzna,253.0,48.0,0.0
12.0,599.03,2.0,200.0,37.0,Kobieta,18.0,0.0,2.0
98.0,980.0,2.0,200.0,56.0,Kobieta,9.0,48.0,0.0
13.0,1026.0,3.0,200.0,74.0,Kobieta,246.0,48.0,2.0
13.0,975.0,3.0,218.32,61.0,Kobieta,26.0,48.0,3.0
11.0,2947.0,3.0,393.99,59.0,Mężczyzna,52.0,48.0,0.0
11.0,1900.0,3.0,694.0,38.0,Kobieta,207.0,48.0,12.0
13.0,2100.0,0.0,300.0,72.0,Kobieta,159.0,48.0,0.0
12.0,1500.0,0.0,800.0,35.0,Mężczyzna,32.0,3.0,4.0
16.0,1151.0,0.0,300.0,66.0,Mężczyzna,360.0,48.0,0.0
11.0,1770.0,3.0,277.34,39.0,Kobieta,86.0,48.0,0.0
13.0,1977.0,1.0,700.0,61.0,Kobieta,54.0,48.0,3.0
13.0,1287.66,2.0,200.0,63.0,Mężczyzna,95.0,48.0,0.0
11.0,900.0,3.0,300.0,46.0,Kobieta,92.0,48.0,0.0
13.0,960.0,3.0,300.0,73.0,Mężczyzna,139.0,48.0,1.0
12.0,1800.0,0.0,300.0,27.0,Mężczyzna,34.0,27.0,0.0
13.0,1083.23,1.0,200.0,58.0,Kobieta,96.0,48.0,0.0
13.0,3440.0,3.0,800.0,55.0,Kobieta,50.0,48.0,1.0
98.0,3178.0,3.0,427.09,43.0,Mężczyzna,200.0,48.0,11.0
13.0,1772.53,0.0,400.0,71.0,Mężczyzna,279.0,48.0,0.0
13.0,803.86,3.0,200.0,68.0,Kobieta,157.0,48.0,0.0
13.0,1026.0,3.0,300.0,60.0,Kobieta,54.0,48.0,23.0
13.0,1014.0,1.0,297.69,63.0,Kobieta,182.0,48.0,11.0
13.0,1193.65,2.0,400.0,63.0,Mężczyzna,8.0,48.0,0.0
98.0,1200.0,3.0,285.97,38.0,Kobieta,45.0,48.0,0.0
12.0,1000.0,3.0,328.32,50.0,Kobieta,31.0,3.0,0.0
12.0,1000.0,3.0,328.0,60.0,Mężczyzna,11.0,3.0,0.0
11.0,1400.0,3.0,200.0,54.0,Kobieta,116.0,48.0,0.0
12.0,1286.0,0.0,200.0,18.0,Mężczyzna,1.0,1.0,0.0
12.0,1300.0,3.0,600.0,29.0,Mężczyzna,26.0,15.0,4.0
17.0,798.8,3.0,300.0,54.0,Mężczyzna,148.0,2.0,4.0
13.0,917.0,1.0,300.0,63.0,Kobieta,75.0,48.0,2.0
11.0,1087.0,2.0,377.69,40.0,Kobieta,237.0,48.0,18.0
11.0,2470.0,0.0,500.0,38.0,Mężczyzna,65.0,48.0,3.0
13.0,1538.0,3.0,200.0,63.0,Mężczyzna,100.0,48.0,8.0
11.0,1300.0,3.0,300.0,39.0,Mężczyzna,44.0,48.0,0.0
13.0,1635.0,3.0,200.0,60.0,Kobieta,119.0,48.0,1.0
99.0,2290.55,0.0,300.0,42.0,Kobieta,17.0,3.0,0.0
13.0,1167.94,0.0,200.0,79.0,Kobieta,368.0,48.0,0.0
13.0,1233.0,2.0,400.0,63.0,Kobieta,122.0,48.0,0.0
13.0,1530.0,0.0,500.0,64.0,Mężczyzna,34.0,48.0,0.0
16.0,1313.41,3.0,400.0,62.0,Mężczyzna,27.0,48.0,0.0
13.0,3900.0,0.0,300.0,59.0,Mężczyzna,113.0,48.0,1.0
13.0,1525.46,3.0,521.49,62.0,Kobieta,35.0,48.0,2.0
13.0,1162.0,3.0,200.0,62.0,Mężczyzna,220.0,48.0,0.0
99.0,685.0,3.0,250.0,62.0,Mężczyzna,4.0,0.0,0.0
13.0,1200.0,3.0,500.0,70.0,Kobieta,118.0,48.0,1.0
16.0,634.0,2.0,200.0,58.0,Kobieta,50.0,48.0,0.0
16.0,2300.0,4.0,800.0,55.0,Kobieta,62.0,48.0,0.0
12.0,1027.0,3.0,300.0,39.0,Kobieta,8.0,48.0,3.0
13.0,5100.0,3.0,262.81,61.0,Kobieta,27.0,48.0,0.0
11.0,2800.0,3.0,400.0,54.0,Kobieta,59.0,48.0,0.0
11.0,3000.0,3.0,500.0,45.0,Kobieta,92.0,48.0,3.0
13.0,714.0,4.0,500.0,62.0,Kobieta,221.0,48.0,1.0
13.0,2120.0,3.0,600.0,68.0,Kobieta,118.0,48.0,0.0
13.0,1013.74,3.0,400.0,65.0,Kobieta,112.0,48.0,0.0
13.0,984.0,2.0,200.0,61.0,Kobieta,10.0,48.0,1.0
13.0,1425.0,1.0,400.0,60.0,Kobieta,78.0,48.0,0.0
13.0,720.19,1.0,200.0,67.0,Kobieta,92.0,48.0,4.0
12.0,1350.0,3.0,281.29,55.0,Kobieta,21.0,3.0,1.0
13.0,951.0,3.0,500.0,73.0,Kobieta,161.0,48.0,4.0
98.0,2000.0,0.0,300.0,31.0,Mężczyzna,13.0,48.0,0.0
11.0,1500.0,2.0,400.0,58.0,Kobieta,84.0,48.0,0.0
11.0,2200.0,0.0,700.0,33.0,Kobieta,36.0,48.0,0.0
13.0,866.46,0.0,200.0,73.0,Kobieta,194.0,48.0,0.0
11.0,1400.0,0.0,473.0,33.0,Kobieta,100.0,48.0,0.0
11.0,2100.0,0.0,300.0,33.0,Mężczyzna,63.0,48.0,67.0
12.0,1800.0,3.0,700.0,28.0,Mężczyzna,10.0,0.0,7.0
12.0,1009.34,2.0,300.0,55.0,Kobieta,28.0,39.0,0.0
12.0,1042.0,0.0,300.0,49.0,Mężczyzna,4.0,0.0,1.0
13.0,1428.55,3.0,200.0,66.0,Kobieta,136.0,48.0,4.0
13.0,1000.0,0.0,300.0,70.0,Kobieta,63.0,48.0,0.0
12.0,660.0,3.0,400.0,40.0,Kobieta,11.0,27.0,2.0
13.0,616.0,3.0,200.0,75.0,Kobieta,245.0,48.0,6.0
11.0,1600.0,3.0,496.83,31.0,Kobieta,13.0,48.0,4.0
13.0,1611.0,1.0,300.0,65.0,Mężczyzna,140.0,48.0,0.0
13.0,1684.0,3.0,367.31,61.0,Kobieta,19.0,48.0,3.0
13.0,1500.0,3.0,200.0,58.0,Kobieta,45.0,48.0,3.0
16.0,1740.0,0.0,200.0,53.0,Kobieta,113.0,48.0,1.0
11.0,3170.0,3.0,400.0,47.0,Kobieta,284.0,48.0,0.0
13.0,930.0,4.0,700.0,65.0,Kobieta,130.0,48.0,0.0
12.0,1574.45,2.0,426.66,47.0,Mężczyzna,30.0,5.0,0.0
13.0,640.0,0.0,500.0,72.0,Kobieta,138.0,48.0,1.0
13.0,1474.55,2.0,400.0,62.0,Kobieta,64.0,48.0,0.0
12.0,830.46,2.0,600.0,47.0,Kobieta,44.0,27.0,4.0
11.0,1261.98,3.0,357.31,40.0,Mężczyzna,35.0,48.0,0.0
13.0,1189.0,3.0,265.58,62.0,Kobieta,69.0,48.0,0.0
16.0,837.0,2.0,350.0,61.0,Mężczyzna,230.0,48.0,0.0
17.0,684.0,3.0,900.0,58.0,Kobieta,189.0,20.0,0.0
13.0,965.0,3.0,200.0,75.0,Kobieta,244.0,48.0,1.0
16.0,703.0,3.0,200.0,57.0,Kobieta,25.0,48.0,8.0
99.0,750.0,3.0,200.0,19.0,Mężczyzna,3.0,2.0,0.0
12.0,1675.0,3.0,600.0,54.0,Kobieta,8.0,3.0,0.0
16.0,1045.6,4.0,400.0,54.0,Kobieta,11.0,48.0,0.0
13.0,1137.19,3.0,400.0,66.0,Kobieta,95.0,48.0,0.0
12.0,1200.0,3.0,300.0,35.0,Kobieta,8.0,6.0,0.0
12.0,990.34,2.0,200.0,46.0,Kobieta,55.0,17.0,2.0
11.0,2065.98,3.0,327.0,52.0,Kobieta,178.0,48.0,1.0
11.0,800.51,0.0,400.0,38.0,Kobieta,19.0,48.0,11.0
13.0,1817.24,2.0,400.0,57.0,Kobieta,17.0,48.0,1.0
13.0,1239.0,3.0,300.0,77.0,Kobieta,269.0,48.0,0.0
12.0,1400.0,2.0,300.0,25.0,Mężczyzna,11.0,21.0,1.0
16.0,763.38,3.0,200.0,57.0,Mężczyzna,210.0,48.0,46.0
13.0,997.0,3.0,300.0,61.0,Kobieta,78.0,48.0,2.0
13.0,1801.41,0.0,515.96,58.0,Kobieta,37.0,48.0,9.0
12.0,1030.0,3.0,241.15,54.0,Mężczyzna,8.0,16.0,0.0
11.0,1800.0,3.0,300.0,33.0,Mężczyzna,164.0,48.0,1.0
11.0,1400.0,0.0,300.0,23.0,Mężczyzna,24.0,48.0,0.0
11.0,2100.0,2.0,300.0,45.0,Mężczyzna,49.0,48.0,11.0
13.0,1212.0,3.0,500.0,60.0,Kobieta,53.0,48.0,1.0
13.0,2098.0,3.0,700.0,75.0,Mężczyzna,196.0,48.0,211.0
12.0,600.0,4.0,400.0,47.0,Mężczyzna,8.0,19.0,0.0
11.0,1400.0,3.0,200.0,49.0,Mężczyzna,13.0,48.0,0.0
11.0,3200.0,3.0,662.81,52.0,Mężczyzna,188.0,48.0,0.0
13.0,1000.0,3.0,500.0,60.0,Kobieta,67.0,48.0,0.0
13.0,730.0,2.0,200.0,72.0,Kobieta,560.0,48.0,1.0
13.0,802.83,3.0,200.0,65.0,Kobieta,200.0,48.0,0.0
13.0,3541.9,1.0,369.53,72.0,Kobieta,126.0,48.0,24.0
11.0,1290.0,3.0,600.0,32.0,Kobieta,18.0,48.0,2.0
11.0,3000.0,4.0,300.0,60.0,Mężczyzna,211.0,48.0,2.0
11.0,2284.23,1.0,400.0,43.0,Mężczyzna,299.0,48.0,2.0
16.0,959.6,3.0,200.0,69.0,Kobieta,114.0,48.0,0.0
11.0,1680.0,3.0,300.0,57.0,Kobieta,384.0,48.0,2.0
11.0,1250.0,0.0,500.0,61.0,Mężczyzna,64.0,48.0,16.0
11.0,1000.0,3.0,800.0,60.0,Mężczyzna,62.0,48.0,3.0
11.0,1700.0,3.0,600.0,47.0,Kobieta,88.0,48.0,6.0
16.0,892.0,2.0,409.15,65.0,Kobieta,200.0,48.0,0.0
12.0,1050.0,2.0,294.37,52.0,Kobieta,33.0,3.0,0.0
13.0,1130.0,3.0,300.0,62.0,Kobieta,102.0,48.0,0.0
11.0,1172.2,3.0,300.4,56.0,Kobieta,36.0,48.0,0.0
98.0,5000.0,2.0,600.0,41.0,Kobieta,83.0,48.0,5.0
11.0,1700.0,3.0,300.0,54.0,Mężczyzna,38.0,48.0,1.0
13.0,611.0,2.0,300.0,57.0,Kobieta,138.0,48.0,1.0
11.0,1320.0,3.0,500.0,53.0,Mężczyzna,341.0,48.0,0.0
11.0,2470.0,4.0,426.61,49.0,Kobieta,353.0,48.0,0.0
13.0,12220.0,2.0,200.0,57.0,Mężczyzna,70.0,48.0,4.0
11.0,4000.0,4.0,400.0,53.0,Mężczyzna,9.0,48.0,0.0
16.0,1132.0,0.0,300.0,64.0,Kobieta,96.0,48.0,1.0
17.0,985.0,4.0,200.0,20.0,Mężczyzna,12.0,1.0,0.0
13.0,2010.0,2.0,717.02,64.0,Mężczyzna,137.0,48.0,0.0
11.0,2800.0,3.0,600.0,49.0,Kobieta,318.0,48.0,1.0
13.0,729.03,4.0,500.0,70.0,Kobieta,256.0,48.0,0.0
12.0,700.0,3.0,250.0,40.0,Mężczyzna,8.0,15.0,0.0
99.0,1393.85,2.0,200.0,29.0,Mężczyzna,4.0,0.0,6.0
13.0,860.0,0.0,789.27,63.0,Kobieta,79.0,48.0,1.0
13.0,1688.82,2.0,300.0,46.0,Mężczyzna,98.0,48.0,7.0
11.0,1617.68,2.0,200.0,52.0,Kobieta,84.0,48.0,215.0
11.0,1058.0,0.0,300.0,35.0,Mężczyzna,13.0,48.0,0.0
13.0,1700.0,3.0,500.0,72.0,Mężczyzna,13.0,48.0,3.0
11.0,2927.0,2.0,454.0,38.0,Kobieta,200.0,48.0,0.0
11.0,2200.0,0.0,500.0,35.0,Mężczyzna,84.0,48.0,12.0
11.0,1459.0,1.0,300.0,26.0,Mężczyzna,8.0,48.0,6.0
13.0,936.0,1.0,500.0,60.0,Kobieta,30.0,48.0,0.0
13.0,1090.14,3.0,400.0,61.0,Kobieta,74.0,48.0,2.0
16.0,1600.0,2.0,200.0,67.0,Mężczyzna,11.0,48.0,0.0
13.0,1026.0,4.0,200.0,74.0,Kobieta,246.0,48.0,0.0
11.0,2011.0,0.0,416.61,52.0,Mężczyzna,210.0,48.0,13.0
16.0,588.0,0.0,600.0,55.0,Mężczyzna,421.0,48.0,2.0
13.0,1240.0,0.0,300.0,58.0,Kobieta,69.0,48.0,2.0
13.0,1170.0,2.0,400.0,61.0,Kobieta,77.0,48.0,0.0
11.0,1077.49,3.0,300.0,48.0,Kobieta,371.0,48.0,2.0
12.0,1100.0,0.0,200.0,26.0,Kobieta,14.0,3.0,4.0
16.0,685.0,0.0,200.0,52.0,Kobieta,40.0,48.0,0.0
13.0,3900.0,4.0,300.0,49.0,Mężczyzna,29.0,48.0,0.0
13.0,1350.0,2.0,300.0,65.0,Kobieta,110.0,48.0,0.0
12.0,1952.35,3.0,387.31,44.0,Mężczyzna,3.0,8.0,0.0
11.0,1300.0,0.0,200.0,53.0,Mężczyzna,451.0,48.0,0.0
11.0,1842.86,2.0,400.0,56.0,Mężczyzna,7.0,48.0,0.0
16.0,1589.0,0.0,250.0,58.0,Kobieta,26.0,48.0,0.0
11.0,1000.0,3.0,275.97,41.0,Kobieta,60.0,48.0,14.0
12.0,1000.0,4.0,200.0,24.0,Mężczyzna,11.0,14.0,0.0
13.0,1217.0,0.0,600.0,65.0,Mężczyzna,50.0,48.0,0.0
12.0,1030.0,0.0,200.0,51.0,Mężczyzna,8.0,48.0,3.0
13.0,1134.96,0.0,200.0,68.0,Kobieta,160.0,48.0,0.0
16.0,1389.0,3.0,200.0,63.0,Kobieta,90.0,48.0,0.0
12.0,1375.47,1.0,300.0,45.0,Mężczyzna,6.0,2.0,0.0
13.0,2051.0,0.0,500.0,63.0,Kobieta,137.0,48.0,0.0
13.0,1291.18,4.0,378.91,70.0,Kobieta,78.0,48.0,0.0
13.0,1691.3,0.0,500.0,62.0,Kobieta,72.0,48.0,3.0
17.0,1031.0,2.0,350.0,53.0,Kobieta,50.0,10.0,0.0
11.0,1680.0,4.0,586.65,57.0,Kobieta,69.0,48.0,2.0
13.0,910.33,3.0,200.0,73.0,Mężczyzna,162.0,48.0,7.0
12.0,2500.0,2.0,800.0,57.0,Mężczyzna,4.0,1.0,0.0
11.0,1077.0,0.0,200.0,55.0,Kobieta,182.0,48.0,0.0
11.0,1700.0,4.0,238.78,53.0,Kobieta,204.0,48.0,0.0
11.0,1373.34,1.0,200.0,30.0,Kobieta,57.0,48.0,1.0
11.0,2837.0,0.0,662.69,30.0,Mężczyzna,125.0,48.0,0.0
12.0,1700.0,4.0,400.0,54.0,Kobieta,54.0,1.0,0.0
13.0,1300.0,0.0,300.0,77.0,Kobieta,192.0,48.0,0.0
11.0,1800.0,0.0,300.0,57.0,Mężczyzna,160.0,48.0,0.0
13.0,850.0,3.0,400.0,66.0,Kobieta,66.0,48.0,2.0
17.0,1200.0,4.0,200.0,25.0,Kobieta,164.0,16.0,0.0
13.0,1601.87,0.0,350.0,64.0,Mężczyzna,44.0,48.0,6.0
11.0,1700.0,3.0,500.0,51.0,Kobieta,305.0,48.0,0.0
11.0,1400.0,4.0,300.0,43.0,Kobieta,24.0,48.0,2.0
13.0,910.0,4.0,200.0,66.0,Kobieta,69.0,48.0,0.0
11.0,2094.17,0.0,200.0,53.0,Mężczyzna,240.0,48.0,0.0
12.0,1000.0,1.0,300.0,50.0,Mężczyzna,42.0,20.0,1.0
13.0,1200.29,1.0,200.0,62.0,Kobieta,21.0,48.0,0.0
13.0,1280.0,4.0,400.0,61.0,Kobieta,16.0,48.0,2.0
11.0,1286.16,0.0,300.0,42.0,Kobieta,116.0,48.0,0.0
13.0,1216.0,4.0,200.0,66.0,Kobieta,140.0,48.0,0.0
13.0,1900.0,4.0,500.0,56.0,Mężczyzna,149.0,48.0,5.0
11.0,2200.0,0.0,200.0,42.0,Mężczyzna,42.0,48.0,0.0
16.0,1770.0,4.0,500.0,58.0,Mężczyzna,88.0,48.0,0.0
13.0,722.05,3.0,200.0,71.0,Kobieta,196.0,48.0,0.0
16.0,1235.0,0.0,200.0,70.0,Kobieta,32.0,48.0,0.0
11.0,1721.7,4.0,385.97,54.0,Kobieta,119.0,48.0,0.0
11.0,1800.0,0.0,400.0,51.0,Mężczyzna,258.0,48.0,0.0
12.0,1963.88,3.0,400.0,44.0,Mężczyzna,5.0,0.0,0.0
11.0,3898.0,0.0,400.0,36.0,Mężczyzna,180.0,48.0,0.0
13.0,1870.0,0.0,300.0,72.0,Mężczyzna,84.0,48.0,0.0
13.0,1239.98,1.0,300.0,78.0,Kobieta,254.0,48.0,0.0
12.0,984.34,3.0,200.0,53.0,Kobieta,17.0,3.0,4.0
12.0,1447.0,4.0,500.0,29.0,Kobieta,21.0,3.0,1.0
13.0,810.0,4.0,300.0,60.0,Kobieta,32.0,48.0,3.0
11.0,1730.13,2.0,400.0,56.0,Kobieta,192.0,48.0,3.0
11.0,2709.34,4.0,322.07,35.0,Kobieta,180.0,48.0,0.0
11.0,2899.34,0.0,400.0,35.0,Kobieta,120.0,48.0,0.0
11.0,1906.42,2.0,227.08,60.0,Kobieta,211.0,48.0,7.0
13.0,1072.0,4.0,561.15,69.0,Kobieta,152.0,48.0,292.0
13.0,1400.0,0.0,500.0,59.0,Kobieta,53.0,48.0,385.0
13.0,1050.0,4.0,600.0,61.0,Kobieta,138.0,48.0,0.0
11.0,2700.0,4.0,600.0,30.0,Mężczyzna,63.0,48.0,0.0
17.0,728.0,4.0,200.0,27.0,Mężczyzna,99.0,31.0,3.0
12.0,1634.0,2.0,300.0,22.0,Kobieta,11.0,1.0,3.0
17.0,1896.0,0.0,500.0,22.0,Mężczyzna,33.0,0.0,0.0
12.0,1029.0,0.0,300.0,23.0,Mężczyzna,3.0,8.0,0.0
11.0,1566.82,0.0,200.0,46.0,Mężczyzna,348.0,48.0,0.0
13.0,1820.0,4.0,800.0,61.0,Kobieta,68.0,48.0,0.0
13.0,907.0,2.0,200.0,70.0,Kobieta,233.0,48.0,2.0
12.0,1100.0,1.0,200.0,26.0,Mężczyzna,32.0,27.0,9.0
11.0,1239.05,1.0,400.0,39.0,Kobieta,203.0,48.0,6.0
12.0,1865.0,1.0,200.0,31.0,Kobieta,19.0,2.0,5.0
98.0,3000.0,0.0,400.0,52.0,Kobieta,84.0,48.0,2.0
11.0,2400.0,3.0,500.0,35.0,Kobieta,112.0,48.0,4.0
11.0,901.0,3.0,300.0,28.0,Kobieta,39.0,48.0,387.0
13.0,2110.0,4.0,300.0,66.0,Mężczyzna,100.0,48.0,1.0
13.0,1015.0,4.0,400.0,64.0,Kobieta,108.0,48.0,0.0
11.0,2368.57,2.0,400.0,54.0,Kobieta,409.0,48.0,0.0
11.0,2505.0,0.0,300.0,40.0,Kobieta,163.0,48.0,0.0
17.0,1100.0,2.0,200.0,56.0,Kobieta,26.0,7.0,0.0
16.0,1072.89,4.0,255.49,55.0,Kobieta,121.0,48.0,0.0
99.0,1100.0,1.0,200.0,53.0,Kobieta,51.0,1.0,1.0
13.0,1400.0,0.0,600.0,59.0,Kobieta,245.0,48.0,1.0
99.0,598.0,0.0,200.0,52.0,Kobieta,2.0,4.0,0.0
13.0,1000.0,0.0,200.0,75.0,Kobieta,210.0,48.0,0.0
13.0,785.0,0.0,200.0,72.0,Kobieta,63.0,48.0,0.0
13.0,1900.0,0.0,400.0,75.0,Kobieta,120.0,48.0,0.0
